學年度,學校代碼,學校名稱,科系代碼,科系名稱,日間∕進修別,等級別,學生數,教師數,上學年度畢業生數,縣市名稱,體系別
107,1006,中國文化大學,04191014,全球商務學位學程,D 日,B 學士,207,5,40,30 臺北市,1 一般
107,1006,中國文化大學,04199064,時尚與創意產業品牌建構及經營學位學程,P 進,B 學士,113,2,35,30 臺北市,1 一般
107,1006,中國文化大學,04199C03,數位內容管理產業碩士專班,D 日,M 碩士,1,0,0,30 臺北市,1 一般
107,1006,中國文化大學,04211020,法律學系,D 日,D 博士,32,0,0,30 臺北市,1 一般
107,1006,中國文化大學,04211020,法律學系,D 日,M 碩士,291,0,26,30 臺北市,1 一般
107,1006,中國文化大學,04211020,法律學系,D 日,B 學士,1200,28,259,30 臺北市,1 一般
107,1006,中國文化大學,04211020,法律學系,N 職,M 碩士,61,0,15,30 臺北市,1 一般
107,1006,中國文化大學,05111091,生命科學系,D 日,B 學士,190,7,42,30 臺北市,1 一般
107,1006,中國文化大學,05191057,保健營養學系,D 日,B 學士,256,7,60,30 臺北市,1 一般
107,1006,中國文化大學,05311026,化學系,D 日,M 碩士,18,0,9,30 臺北市,1 一般
107,1006,中國文化大學,05311026,化學系,D 日,B 學士,181,9,50,30 臺北市,1 一般
107,1006,中國文化大學,05321083,土地資源學系,D 日,B 學士,209,7,55,30 臺北市,1 一般
107,1006,中國文化大學,05321112,地質學系,D 日,B 學士,179,7,38,30 臺北市,1 一般
107,1006,中國文化大學,05322097,大氣科學系,D 日,B 學士,200,7,52,30 臺北市,1 一般
107,1006,中國文化大學,05411114,應用數學系,D 日,B 學士,352,12,78,30 臺北市,1 一般
107,1006,中國文化大學,06131021,資訊工程學系,D 日,M 碩士,8,0,7,30 臺北市,1 一般
107,1006,中國文化大學,06131021,資訊工程學系,D 日,B 學士,451,10,106,30 臺北市,1 一般
107,1006,中國文化大學,06132006,資訊管理學系,D 日,B 學士,688,23,162,30 臺北市,1 一般
107,1006,中國文化大學,06132006,資訊管理學系,P 進,B 學士,46,0,15,30 臺北市,1 一般
107,1006,中國文化大學,06133006,資訊管理學系,N 職,M 碩士,50,0,3,30 臺北市,1 一般
107,1006,中國文化大學,06134006,資訊管理學系,D 日,M 碩士,21,0,9,30 臺北市,1 一般
107,1006,中國文化大學,06134120,電子商務學位學程,D 日,M 碩士,8,0,0,30 臺北市,1 一般
107,1006,中國文化大學,07111028,化學工程與材料工程學系,D 日,B 學士,401,13,90,30 臺北市,1 一般
107,1006,中國文化大學,07112028,化學工程與材料工程學系,D 日,M 碩士,38,0,14,30 臺北市,1 一般
107,1006,中國文化大學,07112C01,紡織產業碩士專班,D 日,M 碩士,14,0,6,30 臺北市,1 一般
107,1006,中國文化大學,07141085,電機工程學系,D 日,B 學士,373,10,81,30 臺北市,1 一般
107,1006,中國文化大學,07141115,光電物理學系,D 日,B 學士,170,10,43,30 臺北市,1 一般
107,1006,中國文化大學,07151107,機械工程學系,D 日,M 碩士,16,0,10,30 臺北市,1 一般
107,1006,中國文化大學,07151107,機械工程學系,D 日,B 學士,413,14,100,30 臺北市,1 一般
107,1006,中國文化大學,07192108,紡織工程學系,D 日,B 學士,190,7,32,30 臺北市,1 一般
107,1006,中國文化大學,07311068,建築及都市設計學系,D 日,D 博士,42,0,3,30 臺北市,1 一般
107,1006,中國文化大學,07311068,建築及都市設計學系,D 日,M 碩士,39,0,8,30 臺北市,1 一般
107,1006,中國文化大學,07311068,建築及都市設計學系,D 日,B 學士,300,12,43,30 臺北市,1 一般
107,1006,中國文化大學,07311068,建築及都市設計學系,N 職,M 碩士,7,0,1,30 臺北市,1 一般
107,1006,中國文化大學,07311C04,建築公共安全產業碩士專班,D 日,M 碩士,5,0,0,30 臺北市,1 一般
107,1006,中國文化大學,07312103,景觀學系,D 日,M 碩士,14,0,6,30 臺北市,1 一般
107,1006,中國文化大學,07312103,景觀學系,D 日,B 學士,261,11,66,30 臺北市,1 一般
107,1006,中國文化大學,07313118,都市計劃與開發管理學系,D 日,M 碩士,19,0,9,30 臺北市,1 一般
107,1006,中國文化大學,07313118,都市計劃與開發管理學系,D 日,B 學士,214,9,50,30 臺北市,1 一般
107,1006,中國文化大學,08112116,動物科學系,D 日,B 學士,208,6,41,30 臺北市,1 一般
107,1006,中國文化大學,08121106,園藝暨生物技術學系,D 日,B 學士,230,7,49,30 臺北市,1 一般
107,1006,中國文化大學,08192102,生物科技研究所,D 日,M 碩士,23,5,4,30 臺北市,1 一般
107,1006,中國文化大學,08211054,森林暨自然保育學系,D 日,B 學士,231,7,59,30 臺北市,1 一般
107,1006,中國文化大學,09221069,青少年兒童福利學位學程,N 職,M 碩士,55,1,16,30 臺北市,1 一般
107,1006,中國文化大學,09299082,社會福利學系,D 日,M 碩士,22,0,6,30 臺北市,1 一般
107,1006,中國文化大學,09299082,社會福利學系,D 日,B 學士,486,11,106,30 臺北市,1 一般
107,1006,中國文化大學,10111090,生活應用科學系,D 日,M 碩士,40,0,2,30 臺北市,1 一般
107,1006,中國文化大學,10111090,生活應用科學系,D 日,B 學士,261,8,58,30 臺北市,1 一般
107,1006,中國文化大學,10111090,生活應用科學系,N 職,M 碩士,66,0,10,30 臺北市,1 一般
107,1006,中國文化大學,10141002,技擊運動暨國術學系,D 日,B 學士,193,8,28,30 臺北市,1 一般
107,1006,中國文化大學,10142093,運動與健康促進學系,D 日,B 學士,248,9,43,30 臺北市,1 一般
107,1006,中國文化大學,10151005,觀光事業學系,D 日,M 碩士,24,0,3,30 臺北市,1 一般
107,1006,中國文化大學,10151005,觀光事業學系,D 日,B 學士,564,15,131,30 臺北市,1 一般
107,1006,中國文化大學,10151005,觀光事業學系,N 職,M 碩士,45,0,4,30 臺北市,1 一般
107,1006,中國文化大學,10151070,休閒事業管理學位學程,P 進,B 學士,153,1,52,30 臺北市,1 一般
107,1006,中國文化大學,10413119,航空管理學位學程,D 日,M 碩士,5,0,0,30 臺北市,1 一般
107,1006,中國文化大學,99999071,不分系,P 進,B 學士,550,0,0,30 臺北市,1 一般
107,1006,中國文化大學,99999Z03,軍訓教官,D 日,,0,13,0,30 臺北市,1 一般
107,1006,中國文化大學,99999Z05,師資培育中心,D 日,,0,5,0,30 臺北市,1 一般
107,1006,中國文化大學,99999Z08,語言中心,D 日,,0,7,0,30 臺北市,1 一般
107,1007,逢甲大學,02122005,創意設計學位學程,D 日,M 碩士,18,0,6,19 臺中市,1 一般
107,1007,逢甲大學,02122006,創新設計學位學程,D 日,B 學士,16,0,0,19 臺中市,1 一般
107,1007,逢甲大學,02124007,室內設計進修學士班,P 進,B 學士,218,0,40,19 臺中市,1 一般
107,1007,逢甲大學,02221003,歷史與文物研究所,D 日,M 碩士,26,5,1,19 臺中市,1 一般
107,1007,逢甲大學,02311002,外國語文學系,D 日,M 碩士,27,0,3,19 臺中市,1 一般
107,1007,逢甲大學,02311002,外國語文學系,D 日,B 學士,436,16,99,19 臺中市,1 一般
107,1007,逢甲大學,02322001,中國文學系,D 日,D 博士,29,0,5,19 臺中市,1 一般
107,1007,逢甲大學,02322001,中國文學系,D 日,M 碩士,21,0,7,19 臺中市,1 一般
107,1007,逢甲大學,02322001,中國文學系,D 日,B 學士,251,17,67,19 臺中市,1 一般
107,1007,逢甲大學,02322001,中國文學系,N 職,M 碩士,0,0,1,19 臺中市,1 一般
107,1007,逢甲大學,03111009,經濟學系,D 日,D 博士,6,0,0,19 臺中市,1 一般
107,1007,逢甲大學,03111009,經濟學系,D 日,M 碩士,11,0,3,19 臺中市,1 一般
107,1007,逢甲大學,03111009,經濟學系,D 日,B 學士,449,18,115,19 臺中市,1 一般
107,1007,逢甲大學,03111012,合作經濟暨社會事業經營學系,D 日,M 碩士,23,0,10,19 臺中市,1 一般
107,1007,逢甲大學,03111012,合作經濟暨社會事業經營學系,D 日,B 學士,244,10,61,19 臺中市,1 一般
107,1007,逢甲大學,03111012,合作經濟暨社會事業經營學系,N 職,M 碩士,2,0,0,19 臺中市,1 一般
107,1007,逢甲大學,04111017,會計學系,D 日,M 碩士,42,0,24,19 臺中市,1 一般
107,1007,逢甲大學,04111017,會計學系,D 日,B 學士,749,17,210,19 臺中市,1 一般
107,1007,逢甲大學,04121025,財務金融學系,D 日,M 碩士,47,0,17,19 臺中市,1 一般
107,1007,逢甲大學,04121025,財務金融學系,D 日,B 學士,747,18,177,19 臺中市,1 一般
107,1007,逢甲大學,04121026,金融學位學程,D 日,D 博士,55,0,11,19 臺中市,1 一般
107,1007,逢甲大學,04121026,金融碩士在職專班,N 職,M 碩士,48,0,20,19 臺中市,1 一般
107,1007,逢甲大學,04121028,財務工程與精算學位學程,D 日,B 學士,212,2,61,19 臺中市,1 一般
107,1007,逢甲大學,04122032,財稅學系,D 日,M 碩士,23,0,16,19 臺中市,1 一般
107,1007,逢甲大學,04122032,財稅學系,D 日,B 學士,458,12,112,19 臺中市,1 一般
107,1007,逢甲大學,04123029,風險管理與保險學系,D 日,M 碩士,51,0,14,19 臺中市,1 一般
107,1007,逢甲大學,04123029,風險管理與保險學系,D 日,B 學士,424,16,104,19 臺中市,1 一般
107,1007,逢甲大學,04131019,企業管理學系,D 日,M 碩士,32,0,16,19 臺中市,1 一般
107,1007,逢甲大學,04131019,企業管理學系,D 日,B 學士,598,21,152,19 臺中市,1 一般
107,1007,逢甲大學,04131020,經營管理碩士在職專班,N 職,M 碩士,368,0,141,19 臺中市,1 一般
107,1007,逢甲大學,04131021,國際企業管理學位學程,D 日,B 學士,80,0,74,19 臺中市,1 一般
107,1007,逢甲大學,04131022,國際經營管理學位學程,D 日,M 碩士,5,0,7,19 臺中市,1 一般
107,1007,逢甲大學,04131034,物流供應鏈管理與創新創業學位學程,D 日,M 碩士,3,0,2,19 臺中市,1 一般
107,1007,逢甲大學,04132C01,全球運籌經營管理產業碩士專班,D 日,M 碩士,0,0,4,19 臺中市,1 一般
107,1007,逢甲大學,04134086,土地管理學系,D 日,M 碩士,37,0,8,19 臺中市,1 一般
107,1007,逢甲大學,04134086,土地管理學系,D 日,B 學士,433,13,102,19 臺中市,1 一般
107,1007,逢甲大學,04134086,土地管理學系,N 職,M 碩士,25,0,9,19 臺中市,1 一般
107,1007,逢甲大學,04134097,公共事務與社會創新研究所,D 日,M 碩士,17,6,2,19 臺中市,1 一般
107,1007,逢甲大學,04134097,公共事務與社會創新研究所,N 職,M 碩士,67,0,17,19 臺中市,1 一般
107,1007,逢甲大學,04141024,國際經營與貿易學系,D 日,M 碩士,62,0,31,19 臺中市,1 一般
107,1007,逢甲大學,04141024,國際經營與貿易學系,D 日,B 學士,969,20,198,19 臺中市,1 一般
107,1007,逢甲大學,04143033,行銷學系,D 日,B 學士,576,11,124,19 臺中市,1 一般
107,1007,逢甲大學,04191014,商學學位學程,D 日,D 博士,110,0,22,19 臺中市,1 一般
107,1007,逢甲大學,04191014,商學進修學士班,P 進,B 學士,449,0,127,19 臺中市,1 一般
107,1007,逢甲大學,04191016,商學專業碩士在職專班,N 職,M 碩士,54,0,20,19 臺中市,1 一般
107,1007,逢甲大學,04199035,商學與創新學位學程,D 日,B 學士,99,0,0,19 臺中市,1 一般
107,1007,逢甲大學,04199036,科技管理學位學程,D 日,M 碩士,22,0,17,19 臺中市,1 一般
107,1007,逢甲大學,04199037,專案管理碩士在職專班,N 職,M 碩士,42,0,16,19 臺中市,1 一般
107,1007,逢甲大學,04199092,商學大數據分析學位學程,D 日,B 學士,99,0,0,19 臺中市,1 一般
107,1007,逢甲大學,04199096,建設碩士在職學位學程,N 職,M 碩士,85,0,0,19 臺中市,1 一般
107,1007,逢甲大學,04199Y28,國際科技與管理學院,D 日,,0,3,0,19 臺中市,1 一般
107,1007,逢甲大學,04212038,財經法律研究所,D 日,M 碩士,70,9,13,19 臺中市,1 一般
107,1007,逢甲大學,04212038,財經法律研究所,N 職,M 碩士,54,0,4,19 臺中市,1 一般
107,1007,逢甲大學,05411039,應用數學系,D 日,M 碩士,22,0,7,19 臺中市,1 一般
107,1007,逢甲大學,05411039,應用數學系,D 日,B 學士,370,20,79,19 臺中市,1 一般
107,1007,逢甲大學,05421040,統計學系,D 日,D 博士,6,0,0,19 臺中市,1 一般
107,1007,逢甲大學,05421040,統計學系,D 日,M 碩士,39,0,20,19 臺中市,1 一般
107,1007,逢甲大學,05421040,統計學系,D 日,B 學士,397,15,101,19 臺中市,1 一般
107,1007,逢甲大學,06131048,資訊工程學系,D 日,D 博士,29,0,5,19 臺中市,1 一般
107,1007,逢甲大學,06131048,資訊工程學系,D 日,M 碩士,102,0,36,19 臺中市,1 一般
107,1007,逢甲大學,06131048,資訊工程學系,D 日,B 學士,943,31,189,19 臺中市,1 一般
107,1007,逢甲大學,06131048,資訊工程學系,N 職,M 碩士,3,0,0,19 臺中市,1 一般
107,1007,逢甲大學,06131055,智慧聯網學位學程,D 日,D 博士,5,0,0,19 臺中市,1 一般
107,1007,逢甲大學,07111068,化學工程學系,D 日,D 博士,9,0,2,19 臺中市,1 一般
107,1007,逢甲大學,07111068,化學工程學系,D 日,M 碩士,67,0,38,19 臺中市,1 一般
107,1007,逢甲大學,07111068,化學工程學系,D 日,B 學士,458,17,113,19 臺中市,1 一般
107,1007,逢甲大學,07112069,材料科學與工程學系,D 日,D 博士,5,0,3,19 臺中市,1 一般
107,1007,逢甲大學,07112069,材料科學與工程學系,D 日,M 碩士,75,0,33,19 臺中市,1 一般
107,1007,逢甲大學,07112069,材料科學與工程學系,D 日,B 學士,430,18,116,19 臺中市,1 一般
107,1007,逢甲大學,07121075,環境工程與科學學系,D 日,D 博士,6,0,2,19 臺中市,1 一般
107,1007,逢甲大學,07121075,環境工程與科學學系,D 日,M 碩士,42,0,16,19 臺中市,1 一般
107,1007,逢甲大學,07121075,環境工程與科學學系,D 日,B 學士,399,15,86,19 臺中市,1 一般
107,1007,逢甲大學,07122077,水利工程與資源保育學系,D 日,M 碩士,48,0,14,19 臺中市,1 一般
107,1007,逢甲大學,07122077,水利工程與資源保育學系,D 日,B 學士,364,14,82,19 臺中市,1 一般
107,1007,逢甲大學,07132079,綠色能源科技學位學程,D 日,M 碩士,19,0,10,19 臺中市,1 一般
107,1007,逢甲大學,07141044,電機工程學系,D 日,M 碩士,50,0,19,19 臺中市,1 一般
107,1007,逢甲大學,07141044,電機工程學系,D 日,B 學士,594,16,143,19 臺中市,1 一般
107,1007,逢甲大學,07141045,電機與通訊工程學位學程,D 日,D 博士,41,0,2,19 臺中市,1 一般
107,1007,逢甲大學,07141046,電子工程學系,D 日,M 碩士,63,0,27,19 臺中市,1 一般
107,1007,逢甲大學,07141046,電子工程學系,D 日,B 學士,464,19,101,19 臺中市,1 一般
107,1007,逢甲大學,07141047,光電學系,D 日,M 碩士,0,0,18,19 臺中市,1 一般
107,1007,逢甲大學,07141047,光電學系,D 日,B 學士,0,0,91,19 臺中市,1 一般
107,1007,逢甲大學,07141050,通訊工程學系,D 日,M 碩士,40,0,22,19 臺中市,1 一般
107,1007,逢甲大學,07141050,通訊工程學系,D 日,B 學士,424,17,99,19 臺中市,1 一般
107,1007,逢甲大學,07141052,自動控制工程學系,D 日,M 碩士,38,0,17,19 臺中市,1 一般
107,1007,逢甲大學,07141052,自動控制工程學系,D 日,B 學士,461,17,123,19 臺中市,1 一般
107,1007,逢甲大學,07141053,資訊電機工程碩士在職專班,N 職,M 碩士,73,0,18,19 臺中市,1 一般
107,1007,逢甲大學,07141054,光電能源與視覺科技碩士在職專班,N 職,M 碩士,4,0,10,19 臺中市,1 一般
107,1007,逢甲大學,07141056,資訊電機學院,D 日,B 學士,104,0,0,19 臺中市,1 一般
107,1007,逢甲大學,07141095,電機資訊學位學程,D 日,B 學士,47,0,0,19 臺中市,1 一般
107,1007,逢甲大學,07141099,視光科技碩士在職學位學程,N 職,M 碩士,26,0,0,19 臺中市,1 一般
107,1007,逢甲大學,07141101,光電科學與工程學系,D 日,M 碩士,44,0,0,19 臺中市,1 一般
107,1007,逢甲大學,07141101,光電科學與工程學系,D 日,B 學士,409,19,0,19 臺中市,1 一般
107,1007,逢甲大學,07141C03,通訊與IC產業碩士專班,D 日,M 碩士,0,0,2,19 臺中市,1 一般
107,1007,逢甲大學,07141C04,智能化機電系統設計產業碩士專班,D 日,M 碩士,7,0,0,19 臺中市,1 一般
107,1007,逢甲大學,07141C07,資通訊與電控產業碩士專班,D 日,M 碩士,9,0,0,19 臺中市,1 一般
107,1007,逢甲大學,07151060,機械與航空工程學位學程,D 日,D 博士,26,0,2,19 臺中市,1 一般
107,1007,逢甲大學,07151061,機械與電腦輔助工程學系,D 日,M 碩士,56,0,23,19 臺中市,1 一般
107,1007,逢甲大學,07151061,機械與電腦輔助工程學系,D 日,B 學士,649,19,157,19 臺中市,1 一般
107,1007,逢甲大學,07151061,機械與電腦輔助工程學系,N 職,M 碩士,11,0,10,19 臺中市,1 一般
107,1007,逢甲大學,07151062,精密系統設計學位學程,D 日,B 學士,198,5,46,19 臺中市,1 一般
107,1007,逢甲大學,07151103,智慧製造與管理碩士班,D 日,M 碩士,12,0,0,19 臺中市,1 一般
107,1007,逢甲大學,07162059,航太與系統工程學系,D 日,M 碩士,50,0,21,19 臺中市,1 一般
107,1007,逢甲大學,07162059,航太與系統工程學系,D 日,B 學士,478,12,101,19 臺中市,1 一般
107,1007,逢甲大學,07191072,工業工程與系統管理學系,D 日,D 博士,14,0,0,19 臺中市,1 一般
107,1007,逢甲大學,07191072,工業工程與系統管理學系,D 日,M 碩士,31,0,24,19 臺中市,1 一般
107,1007,逢甲大學,07191072,工業工程與系統管理學系,D 日,B 學士,414,15,96,19 臺中市,1 一般
107,1007,逢甲大學,07191072,工業工程與系統管理學系,N 職,M 碩士,18,0,29,19 臺中市,1 一般
107,1007,逢甲大學,07192074,纖維與複合材料學系,D 日,D 博士,17,0,5,19 臺中市,1 一般
107,1007,逢甲大學,07192074,纖維與複合材料學系,D 日,M 碩士,50,0,26,19 臺中市,1 一般
107,1007,逢甲大學,07192074,纖維與複合材料學系,D 日,B 學士,397,12,98,19 臺中市,1 一般
