學年度,學校代碼,學校名稱,科系代碼,科系名稱,日間∕進修別,等級別,學生數,教師數,上學年度畢業生數,縣市名稱,體系別
114,0052,國立屏東大學,04131039,企業管理學系,D 日,B 學士,238,11,60,13 屏東縣,1 一般
114,0052,國立屏東大學,04131039,企業管理學系,P 進,B 學士,149,0,23,13 屏東縣,1 一般
114,0052,國立屏東大學,04131081,管理學院高階經營管理碩士在職專班,N 職,M 碩士,31,2,12,13 屏東縣,1 一般
114,0052,國立屏東大學,04131082,商業大數據學系,D 日,M 碩士,16,0,5,13 屏東縣,1 一般
114,0052,國立屏東大學,04131082,商業大數據學系,D 日,B 學士,272,9,55,13 屏東縣,1 一般
114,0052,國立屏東大學,04132046,行銷與流通管理學系,D 日,M 碩士,10,0,14,13 屏東縣,1 一般
114,0052,國立屏東大學,04132046,行銷與流通管理學系,N 職,M 碩士,25,0,12,13 屏東縣,1 一般
114,0052,國立屏東大學,04132046,行銷與流通管理學系,D 日,B 學士,219,9,61,13 屏東縣,1 一般
114,0052,國立屏東大學,04132046,行銷與流通管理學系,P 進,B 學士,26,0,39,13 屏東縣,1 一般
114,0052,國立屏東大學,04141076,國際經營與貿易學系,D 日,M 碩士,12,0,2,13 屏東縣,1 一般
114,0052,國立屏東大學,04141076,國際經營與貿易學系,N 職,M 碩士,9,0,2,13 屏東縣,1 一般
114,0052,國立屏東大學,04141076,國際經營與貿易學系,D 日,B 學士,250,10,64,13 屏東縣,1 一般
114,0052,國立屏東大學,04141076,國際經營與貿易學系,P 進,B 學士,77,0,30,13 屏東縣,1 一般
114,0052,國立屏東大學,04199047,不動產經營學系,D 日,M 碩士,25,0,12,13 屏東縣,1 一般
114,0052,國立屏東大學,04199047,不動產經營學系,N 職,M 碩士,38,0,15,13 屏東縣,1 一般
114,0052,國立屏東大學,04199047,不動產經營學系,D 日,B 學士,250,9,56,13 屏東縣,1 一般
114,0052,國立屏東大學,04199080,大數據商務應用學士學位學程,D 日,B 學士,81,0,0,13 屏東縣,1 一般
114,0052,國立屏東大學,05311050,應用化學系,D 日,M 碩士,11,0,11,13 屏東縣,1 一般
114,0052,國立屏東大學,05311050,應用化學系現役軍人營區在職專班,N 職,M 碩士,1,0,0,13 屏東縣,1 一般
114,0052,國立屏東大學,05311050,應用化學系,D 日,B 學士,205,10,45,13 屏東縣,1 一般
114,0052,國立屏東大學,05331053,應用物理系,D 日,B 學士,289,11,63,13 屏東縣,1 一般
114,0052,國立屏東大學,05399072,理學院應用科學國際博士班,D 日,D 博士,2,2,0,13 屏東縣,1 一般
114,0052,國立屏東大學,05399072,理學院應用科學國際碩士班,D 日,M 碩士,0,0,1,13 屏東縣,1 一般
114,0052,國立屏東大學,05411055,應用數學系,D 日,M 碩士,4,0,5,13 屏東縣,1 一般
114,0052,國立屏東大學,05411055,應用數學系,D 日,B 學士,140,8,30,13 屏東縣,1 一般
114,0052,國立屏東大學,06131057,資訊管理學系,D 日,M 碩士,23,0,12,13 屏東縣,1 一般
114,0052,國立屏東大學,06131057,資訊管理學系,D 日,B 學士,235,10,44,13 屏東縣,1 一般
114,0052,國立屏東大學,06131057,資訊管理學系,P 進,B 學士,69,0,22,13 屏東縣,1 一般
114,0052,國立屏東大學,06131070,國際資訊科技與應用碩士學位學程,D 日,M 碩士,6,2,2,13 屏東縣,1 一般
114,0052,國立屏東大學,06131077,電腦科學與人工智慧學系,D 日,M 碩士,31,0,14,13 屏東縣,1 一般
114,0052,國立屏東大學,06131077,電腦科學與人工智慧學系資訊系統與數位科技應用碩士在職專班,N 職,M 碩士,32,0,3,13 屏東縣,1 一般
114,0052,國立屏東大學,06131077,電腦科學與人工智慧學系,D 日,B 學士,198,10,49,13 屏東縣,1 一般
114,0052,國立屏東大學,06199062,電腦與通訊學系,D 日,B 學士,227,7,41,13 屏東縣,1 一般
114,0052,國立屏東大學,07111078,理學院半導體材料科學碩士班,D 日,M 碩士,7,1,2,13 屏東縣,1 一般
114,0052,國立屏東大學,07112053,應用物理系,D 日,M 碩士,23,0,5,13 屏東縣,1 一般
114,0052,國立屏東大學,07141060,資訊工程學系,D 日,M 碩士,49,0,14,13 屏東縣,1 一般
114,0052,國立屏東大學,07141060,資訊工程學系,D 日,B 學士,315,11,73,13 屏東縣,1 一般
114,0052,國立屏東大學,07141068,智慧機器人學系,D 日,B 學士,167,7,38,13 屏東縣,1 一般
114,0052,國立屏東大學,10151065,休閒事業經營學系,D 日,M 碩士,11,0,6,13 屏東縣,1 一般
114,0052,國立屏東大學,10151065,休閒事業經營學系,D 日,B 學士,177,8,52,13 屏東縣,1 一般
114,0052,國立屏東大學,99999071,科學傳播學系科學傳播暨教育碩士班,D 日,M 碩士,21,0,1,13 屏東縣,1 一般
114,0052,國立屏東大學,99999071,科學傳播學系,D 日,B 學士,79,9,20,13 屏東縣,1 一般
114,0052,國立屏東大學,99999083,大武山跨領域學士學位學程,D 日,B 學士,1,1,0,13 屏東縣,1 一般
114,0052,國立屏東大學,99999Z03,軍訓教官,D 日,,0,3,0,13 屏東縣,1 一般
114,0052,國立屏東大學,99999Z05,師資培育中心,D 日,,0,5,0,13 屏東縣,1 一般
114,0052,國立屏東大學,99999Z07,體育室,D 日,,0,4,0,13 屏東縣,1 一般
114,0052,國立屏東大學,99999Z99,其他(包括行政助教),D 日,,0,4,0,13 屏東縣,1 一般
114,0053,國立高雄科技大學,02121006,文化創意產業系碩士班,D 日,M 碩士,17,0,12,50 高雄市,2 技職
114,0053,國立高雄科技大學,02121006,文化創意產業系碩士在職專班,N 職,M 碩士,29,0,10,50 高雄市,2 技職
114,0053,國立高雄科技大學,02121006,文化創意產業系,D 日,B 四技,231,12,42,50 高雄市,2 技職
114,0053,國立高雄科技大學,02123015,工業設計系碩士班,D 日,M 碩士,25,0,5,50 高雄市,2 技職
114,0053,國立高雄科技大學,02123015,工業設計系,D 日,B 四技,199,9,32,50 高雄市,2 技職
114,0053,國立高雄科技大學,02199Y85,創新設計學院,D 日,,0,1,0,50 高雄市,2 技職
114,0053,國立高雄科技大學,02311002,應用英語系碩士班,D 日,M 碩士,59,0,15,50 高雄市,2 技職
114,0053,國立高雄科技大學,02311002,應用英語系,D 日,B 四技,489,21,119,50 高雄市,2 技職
114,0053,國立高雄科技大學,02311002,應用英語系,D 日,C 二技,59,0,13,50 高雄市,2 技職
114,0053,國立高雄科技大學,02311002,應用英語系,N 修,C 二技,29,0,15,50 高雄市,2 技職
114,0053,國立高雄科技大學,02311003,應用德語系碩士班,D 日,M 碩士,15,0,0,50 高雄市,2 技職
114,0053,國立高雄科技大學,02311003,應用德語系,D 日,B 四技,213,11,58,50 高雄市,2 技職
114,0053,國立高雄科技大學,02311008,應用日語系碩士班,D 日,M 碩士,39,0,7,50 高雄市,2 技職
114,0053,國立高雄科技大學,02311008,應用日語系碩士在職專班,N 職,M 碩士,20,0,6,50 高雄市,2 技職
114,0053,國立高雄科技大學,02311008,應用日語系,D 日,B 四技,369,13,92,50 高雄市,2 技職
114,0053,國立高雄科技大學,02311008,應用日語系,D 日,C 二技,61,0,21,50 高雄市,2 技職
114,0053,國立高雄科技大學,04111020,會計資訊系碩士班,D 日,M 碩士,43,0,22,50 高雄市,2 技職
114,0053,國立高雄科技大學,04111020,會計資訊系碩士在職專班,N 職,M 碩士,27,0,7,50 高雄市,2 技職
114,0053,國立高雄科技大學,04111020,會計資訊系,D 日,B 四技,432,15,101,50 高雄市,2 技職
114,0053,國立高雄科技大學,04111020,會計資訊系,N 修,B 四技,97,0,31,50 高雄市,2 技職
114,0053,國立高雄科技大學,04111020,會計資訊系,N 修,C 二技,40,0,11,50 高雄市,2 技職
114,0053,國立高雄科技大學,04121034,金融資訊系碩士班,D 日,M 碩士,31,0,16,50 高雄市,2 技職
114,0053,國立高雄科技大學,04121034,金融資訊系碩士在職專班,N 職,M 碩士,60,0,20,50 高雄市,2 技職
114,0053,國立高雄科技大學,04121034,金融資訊系,D 日,B 四技,201,12,45,50 高雄市,2 技職
114,0053,國立高雄科技大學,04121034,金融資訊系,N 修,B 四技,171,0,43,50 高雄市,2 技職
114,0053,國立高雄科技大學,04121040,財務管理系碩士班,D 日,M 碩士,45,0,23,50 高雄市,2 技職
114,0053,國立高雄科技大學,04121040,財務管理系碩士在職專班,N 職,M 碩士,45,0,18,50 高雄市,2 技職
114,0053,國立高雄科技大學,04121040,財務管理系,D 日,B 四技,229,10,61,50 高雄市,2 技職
114,0053,國立高雄科技大學,04121052,財務金融學院博士班,D 日,D 博士,11,0,4,50 高雄市,2 技職
114,0053,國立高雄科技大學,04121104,金融系碩士班,D 日,M 碩士,64,0,39,50 高雄市,2 技職
114,0053,國立高雄科技大學,04121104,金融系碩士在職專班,N 職,M 碩士,41,0,17,50 高雄市,2 技職
114,0053,國立高雄科技大學,04121104,金融系,D 日,B 四技,489,16,104,50 高雄市,2 技職
114,0053,國立高雄科技大學,04121104,金融系,N 修,B 四技,103,0,32,50 高雄市,2 技職
114,0053,國立高雄科技大學,04121109,資訊財務碩士學位學程,D 日,M 碩士,1,0,0,50 高雄市,2 技職
114,0053,國立高雄科技大學,04122043,財政稅務系碩士班,D 日,M 碩士,24,0,9,50 高雄市,2 技職
114,0053,國立高雄科技大學,04122043,財政稅務系碩士在職專班,N 職,M 碩士,71,0,24,50 高雄市,2 技職
114,0053,國立高雄科技大學,04122043,財政稅務系,D 日,B 四技,235,11,53,50 高雄市,2 技職
114,0053,國立高雄科技大學,04122043,財政稅務系,N 修,B 四技,95,0,23,50 高雄市,2 技職
114,0053,國立高雄科技大學,04122043,財政稅務系,N 修,C 二技,28,0,14,50 高雄市,2 技職
114,0053,國立高雄科技大學,04123054,風險管理與保險系碩士班,D 日,M 碩士,21,0,8,50 高雄市,2 技職
114,0053,國立高雄科技大學,04123054,風險管理與保險系碩士在職專班,N 職,M 碩士,23,0,7,50 高雄市,2 技職
114,0053,國立高雄科技大學,04123054,風險管理與保險系,D 日,B 四技,241,9,53,50 高雄市,2 技職
114,0053,國立高雄科技大學,04131005,智慧商務系碩士在職專班,N 職,M 碩士,77,0,30,50 高雄市,2 技職
114,0053,國立高雄科技大學,04131031,國際管理碩士學位學程,D 日,M 碩士,29,2,8,50 高雄市,2 技職
114,0053,國立高雄科技大學,04131036,創業管理碩士學位學程,D 日,M 碩士,2,0,7,50 高雄市,2 技職
114,0053,國立高雄科技大學,04131101,企業管理系碩士班,D 日,M 碩士,35,0,15,50 高雄市,2 技職
114,0053,國立高雄科技大學,04131101,企業管理系碩士在職專班,N 職,M 碩士,44,0,30,50 高雄市,2 技職
114,0053,國立高雄科技大學,04131101,企業管理系,D 日,B 四技,214,14,48,50 高雄市,2 技職
114,0053,國立高雄科技大學,04131101,企業管理系,N 修,B 四技,162,0,34,50 高雄市,2 技職
114,0053,國立高雄科技大學,04131106,管理學院博士班,D 日,D 博士,79,2,9,50 高雄市,2 技職
114,0053,國立高雄科技大學,04131119,企業管理系碩士在職專班,N 職,M 碩士,31,0,18,50 高雄市,2 技職
114,0053,國立高雄科技大學,04132004,供應鏈管理系碩士班,D 日,M 碩士,17,0,7,50 高雄市,2 技職
114,0053,國立高雄科技大學,04132004,供應鏈管理系碩士在職專班,N 職,M 碩士,9,0,0,50 高雄市,2 技職
114,0053,國立高雄科技大學,04132004,供應鏈管理系,D 日,B 四技,240,9,47,50 高雄市,2 技職
114,0053,國立高雄科技大學,04132004,供應鏈管理系,N 修,B 四技,40,0,22,50 高雄市,2 技職
114,0053,國立高雄科技大學,04132059,行銷與流通管理系碩士班,D 日,M 碩士,51,0,31,50 高雄市,2 技職
114,0053,國立高雄科技大學,04132059,行銷與流通管理系碩士在職專班,N 職,M 碩士,38,0,16,50 高雄市,2 技職
114,0053,國立高雄科技大學,04132059,行銷與流通管理系,D 日,B 四技,427,18,97,50 高雄市,2 技職
114,0053,國立高雄科技大學,04132107,運籌管理系碩士班,D 日,M 碩士,45,0,17,50 高雄市,2 技職
114,0053,國立高雄科技大學,04132107,運籌管理系碩士在職專班,N 職,M 碩士,23,0,13,50 高雄市,2 技職
114,0053,國立高雄科技大學,04132107,運籌管理系,D 日,B 四技,393,15,89,50 高雄市,2 技職
114,0053,國立高雄科技大學,04141023,國際企業系博士班,D 日,D 博士,30,0,6,50 高雄市,2 技職
114,0053,國立高雄科技大學,04141023,國際企業系碩士班,D 日,M 碩士,31,0,8,50 高雄市,2 技職
114,0053,國立高雄科技大學,04141023,國際企業系碩士在職專班,N 職,M 碩士,52,0,10,50 高雄市,2 技職
114,0053,國立高雄科技大學,04141023,國際企業系,D 日,B 四技,251,13,62,50 高雄市,2 技職
114,0053,國立高雄科技大學,04141023,國際企業系,N 修,B 四技,131,0,26,50 高雄市,2 技職
114,0053,國立高雄科技大學,04141023,國際企業系,N 修,C 二技,59,0,29,50 高雄市,2 技職
114,0053,國立高雄科技大學,04191120,商業智慧學院博士班,D 日,D 博士,44,0,5,50 高雄市,2 技職
114,0053,國立高雄科技大學,04199048,人力資源發展系碩士班,D 日,M 碩士,32,0,11,50 高雄市,2 技職
114,0053,國立高雄科技大學,04199048,人力資源發展系碩士在職專班,N 職,M 碩士,49,0,25,50 高雄市,2 技職
114,0053,國立高雄科技大學,04199048,人力資源發展系,D 日,B 四技,236,12,51,50 高雄市,2 技職
114,0053,國立高雄科技大學,04199063,高階主管經營管理碩士在職專班,N 職,M 碩士,80,2,43,50 高雄市,2 技職
114,0053,國立高雄科技大學,04212068,科技法律研究所,D 日,M 碩士,36,6,9,50 高雄市,2 技職
114,0053,國立高雄科技大學,04212068,科技法律研究所,N 職,M 碩士,70,0,16,50 高雄市,2 技職
114,0053,國立高雄科技大學,05121010,海洋生物技術系碩士班,D 日,M 碩士,12,0,3,50 高雄市,2 技職
114,0053,國立高雄科技大學,05121010,海洋生物技術系,D 日,B 四技,183,9,26,50 高雄市,2 技職
114,0053,國立高雄科技大學,05211128,水圈學院_外國學生專班,D 日,D 博士,10,1,0,50 高雄市,2 技職
114,0053,國立高雄科技大學,05323050,水圈學院水產科技產業博士班,D 日,D 博士,54,8,17,50 高雄市,2 技職
114,0053,國立高雄科技大學,06131066,海事資訊科技系碩士班,D 日,M 碩士,15,0,7,50 高雄市,2 技職
114,0053,國立高雄科技大學,06131066,海事資訊科技系,D 日,B 四技,170,0,34,50 高雄市,2 技職
114,0053,國立高雄科技大學,06131067,資訊工程系博士班,D 日,D 博士,1,0,0,50 高雄市,2 技職
114,0053,國立高雄科技大學,06131067,資訊工程系碩士班,D 日,M 碩士,63,0,20,50 高雄市,2 技職
114,0053,國立高雄科技大學,06131067,資訊工程系碩士在職專班,N 職,M 碩士,38,0,14,50 高雄市,2 技職
114,0053,國立高雄科技大學,06131067,資訊工程系,D 日,B 四技,284,11,72,50 高雄市,2 技職
114,0053,國立高雄科技大學,06131080,商務資訊應用系碩士班,D 日,M 碩士,9,0,3,50 高雄市,2 技職
114,0053,國立高雄科技大學,06131080,商務資訊應用系,D 日,B 四技,424,11,69,50 高雄市,2 技職
114,0053,國立高雄科技大學,06131100,資訊管理系博士班,D 日,D 博士,3,0,0,50 高雄市,2 技職
114,0053,國立高雄科技大學,06131100,資訊管理系碩士班,D 日,M 碩士,122,0,40,50 高雄市,2 技職
114,0053,國立高雄科技大學,06131100,資訊管理系碩士在職專班,N 職,M 碩士,54,0,16,50 高雄市,2 技職
114,0053,國立高雄科技大學,06131100,資訊管理系,D 日,B 四技,375,21,114,50 高雄市,2 技職
114,0053,國立高雄科技大學,06132005,智慧商務系碩士班,D 日,M 碩士,58,0,24,50 高雄市,2 技職
114,0053,國立高雄科技大學,06132005,智慧商務系,D 日,B 四技,349,19,108,50 高雄市,2 技職
114,0053,國立高雄科技大學,06132121,高瞻科技不分系學士學位學程,D 日,B 四技,140,5,12,50 高雄市,2 技職
114,0053,國立高雄科技大學,07111085,化學工程與材料工程系博士班,D 日,D 博士,11,0,3,50 高雄市,2 技職
114,0053,國立高雄科技大學,07111085,化學工程與材料工程系碩士班,D 日,M 碩士,114,0,47,50 高雄市,2 技職
114,0053,國立高雄科技大學,07111085,化學工程與材料工程系碩士在職專班,N 職,M 碩士,45,0,13,50 高雄市,2 技職
114,0053,國立高雄科技大學,07111085,化學工程與材料工程系,D 日,B 四技,437,24,96,50 高雄市,2 技職
114,0053,國立高雄科技大學,07111085,化學工程與材料工程系,N 修,B 四技,70,0,23,50 高雄市,2 技職
114,0053,國立高雄科技大學,07121030,海洋環境工程系碩士班,D 日,M 碩士,29,0,10,50 高雄市,2 技職
114,0053,國立高雄科技大學,07121030,海洋環境工程系,D 日,B 四技,198,12,32,50 高雄市,2 技職
114,0053,國立高雄科技大學,07121030,海洋環境工程系,N 修,B 四技,55,0,11,50 高雄市,2 技職
114,0053,國立高雄科技大學,07121086,環境與安全衛生工程系博士班,D 日,D 博士,9,0,0,50 高雄市,2 技職
114,0053,國立高雄科技大學,07121086,環境與安全衛生工程系碩士班,D 日,M 碩士,90,0,34,50 高雄市,2 技職
114,0053,國立高雄科技大學,07121086,環境與安全衛生工程系碩士在職專班,N 職,M 碩士,122,0,33,50 高雄市,2 技職
114,0053,國立高雄科技大學,07121086,環境與安全衛生工程系,D 日,B 四技,477,22,84,50 高雄市,2 技職
114,0053,國立高雄科技大學,07132123,能源與冷凍空調工程系,D 日,B 四技,155,5,0,50 高雄市,2 技職
114,0053,國立高雄科技大學,07141021,電訊工程系碩士班,D 日,M 碩士,34,0,15,50 高雄市,2 技職
114,0053,國立高雄科技大學,07141021,電訊工程系碩士在職專班,N 職,M 碩士,34,0,6,50 高雄市,2 技職
114,0053,國立高雄科技大學,07141021,電訊工程系,D 日,B 四技,203,11,41,50 高雄市,2 技職
114,0053,國立高雄科技大學,07141021,電訊工程系,N 修,B 四技,109,0,35,50 高雄市,2 技職
114,0053,國立高雄科技大學,07141073,光電工程研究所,D 日,M 碩士,116,8,28,50 高雄市,2 技職
114,0053,國立高雄科技大學,07141075,電腦與通訊工程系碩士班,D 日,M 碩士,107,0,34,50 高雄市,2 技職
114,0053,國立高雄科技大學,07141075,電腦與通訊工程系碩士在職專班,N 職,M 碩士,32,0,1,50 高雄市,2 技職
114,0053,國立高雄科技大學,07141075,電腦與通訊工程系,D 日,B 四技,478,19,113,50 高雄市,2 技職
114,0053,國立高雄科技大學,07141081,半導體工程系碩士班,D 日,M 碩士,57,0,13,50 高雄市,2 技職
114,0053,國立高雄科技大學,07141081,半導體工程系碩士在職專班,N 職,M 碩士,32,0,9,50 高雄市,2 技職
114,0053,國立高雄科技大學,07141081,半導體工程系,D 日,B 四技,518,18,109,50 高雄市,2 技職
114,0053,國立高雄科技大學,07141081,半導體工程系,N 修,B 四技,125,0,16,50 高雄市,2 技職
114,0053,國立高雄科技大學,07141103,電子工程系博士班(建工校區),D 日,D 博士,66,0,10,50 高雄市,2 技職
114,0053,國立高雄科技大學,07141103,電子工程系碩士班,D 日,M 碩士,276,0,100,50 高雄市,2 技職
114,0053,國立高雄科技大學,07141103,電子工程系碩士在職專班,N 職,M 碩士,113,0,10,50 高雄市,2 技職
114,0053,國立高雄科技大學,07141103,電子工程系,D 日,B 四技,958,41,231,50 高雄市,2 技職
114,0053,國立高雄科技大學,07141103,電子工程系(建工校區),N 修,B 四技,242,0,49,50 高雄市,2 技職
114,0053,國立高雄科技大學,07141105,電機工程系博士班,D 日,D 博士,39,0,4,50 高雄市,2 技職
114,0053,國立高雄科技大學,07141105,電機工程系碩士班,D 日,M 碩士,201,0,76,50 高雄市,2 技職
114,0053,國立高雄科技大學,07141105,電機工程系碩士在職專班,N 職,M 碩士,132,0,28,50 高雄市,2 技職
114,0053,國立高雄科技大學,07141105,電機工程系,D 日,B 四技,646,32,158,50 高雄市,2 技職
114,0053,國立高雄科技大學,07141105,電機工程系,N 修,B 四技,201,0,44,50 高雄市,2 技職
114,0053,國立高雄科技大學,07141105,電機工程系,N 修,C 二技,91,0,51,50 高雄市,2 技職
114,0053,國立高雄科技大學,07141126,電機與資訊學院_智慧系統技優專班,D 日,B 四技,63,2,21,50 高雄市,2 技職
114,0053,國立高雄科技大學,07151026,輪機工程系碩士班,D 日,M 碩士,15,0,5,50 高雄市,2 技職
114,0053,國立高雄科技大學,07151026,輪機工程系碩士在職專班,N 職,M 碩士,34,0,6,50 高雄市,2 技職
114,0053,國立高雄科技大學,07151026,輪機工程系,D 日,B 四技,441,25,93,50 高雄市,2 技職
114,0053,國立高雄科技大學,07151026,輪機工程系,N 修,B 四技,225,0,33,50 高雄市,2 技職
114,0053,國立高雄科技大學,07151026,輪機工程系,D 日,C 二技,118,0,79,50 高雄市,2 技職
114,0053,國立高雄科技大學,07151026,輪機工程科,D 日,5 五專,247,0,23,50 高雄市,2 技職
114,0053,國立高雄科技大學,07151071,機電工程系博士班,D 日,D 博士,7,0,0,50 高雄市,2 技職
114,0053,國立高雄科技大學,07151071,機電工程系碩士班,D 日,M 碩士,80,0,38,50 高雄市,2 技職
114,0053,國立高雄科技大學,07151071,機電工程系碩士在職專班,N 職,M 碩士,33,0,15,50 高雄市,2 技職
114,0053,國立高雄科技大學,07151071,機電工程系,D 日,B 四技,473,20,107,50 高雄市,2 技職
114,0053,國立高雄科技大學,07151072,機械工程系博士班,D 日,D 博士,41,0,5,50 高雄市,2 技職
114,0053,國立高雄科技大學,07151072,機械工程系碩士班,D 日,M 碩士,134,0,45,50 高雄市,2 技職
114,0053,國立高雄科技大學,07151072,機械工程系碩士在職專班,N 職,M 碩士,72,0,20,50 高雄市,2 技職
114,0053,國立高雄科技大學,07151072,機械工程系,D 日,B 四技,602,26,178,50 高雄市,2 技職
114,0053,國立高雄科技大學,07151072,機械工程系,N 修,B 四技,196,0,49,50 高雄市,2 技職
114,0053,國立高雄科技大學,07151072,機械工程系,N 修,C 二技,43,0,28,50 高雄市,2 技職
114,0053,國立高雄科技大學,07151074,模具工程系博士班,D 日,D 博士,14,0,1,50 高雄市,2 技職
114,0053,國立高雄科技大學,07151074,模具工程系碩士班,D 日,M 碩士,124,0,66,50 高雄市,2 技職
114,0053,國立高雄科技大學,07151074,模具工程系碩士在職專班,N 職,M 碩士,34,0,20,50 高雄市,2 技職
114,0053,國立高雄科技大學,07151074,模具工程系,D 日,B 四技,654,31,146,50 高雄市,2 技職
114,0053,國立高雄科技大學,07151074,模具工程系,N 修,B 四技,179,0,32,50 高雄市,2 技職
114,0053,國立高雄科技大學,07151074,模具工程系,D 日,C 二技,32,0,21,50 高雄市,2 技職
114,0053,國立高雄科技大學,07151074,模具工程科,D 日,5 五專,141,0,19,50 高雄市,2 技職
114,0053,國立高雄科技大學,07151127,海事學院_智慧海事技優專班,D 日,B 四技,105,0,20,50 高雄市,2 技職
114,0053,國立高雄科技大學,07161124,車輛工程系,D 日,B 四技,102,7,0,50 高雄市,2 技職
114,0053,國立高雄科技大學,07163029,造船及海洋工程系碩士班,D 日,M 碩士,18,0,7,50 高雄市,2 技職
114,0053,國立高雄科技大學,07163029,造船及海洋工程系碩士在職專班,N 職,M 碩士,21,0,3,50 高雄市,2 技職
114,0053,國立高雄科技大學,07163029,造船及海洋工程系,D 日,B 四技,436,9,86,50 高雄市,2 技職
114,0053,國立高雄科技大學,07163029,造船及海洋工程系,N 修,B 四技,64,0,23,50 高雄市,2 技職
114,0053,國立高雄科技大學,07191091,工業工程與管理系博士班,D 日,D 博士,27,0,10,50 高雄市,2 技職
114,0053,國立高雄科技大學,07191091,工業工程與管理系碩士班,D 日,M 碩士,62,0,40,50 高雄市,2 技職
114,0053,國立高雄科技大學,07191091,工業工程與管理系碩士在職專班,N 職,M 碩士,102,0,44,50 高雄市,2 技職
114,0053,國立高雄科技大學,07191091,工業工程與管理系,D 日,B 四技,233,14,59,50 高雄市,2 技職
114,0053,國立高雄科技大學,07191091,工業工程與管理系,N 修,B 四技,89,0,28,50 高雄市,2 技職
114,0053,國立高雄科技大學,07191091,工業工程與管理系,D 日,C 二技,7,0,13,50 高雄市,2 技職
114,0053,國立高雄科技大學,07191091,工業工程與管理系,N 修,C 二技,36,0,18,50 高雄市,2 技職
114,0053,國立高雄科技大學,07194088,工學院工程科技博士班,D 日,D 博士,45,0,5,50 高雄市,2 技職
114,0053,國立高雄科技大學,07194094,海事學院海事科技產學合作博士班,D 日,D 博士,29,2,2,50 高雄市,2 技職
114,0053,國立高雄科技大學,07194118,海事風電工程碩士學位學程,D 日,M 碩士,8,2,3,50 高雄市,2 技職
114,0053,國立高雄科技大學,07211039,水產食品科學系博士班,D 日,D 博士,2,0,0,50 高雄市,2 技職
114,0053,國立高雄科技大學,07211039,水產食品科學系碩士班,D 日,M 碩士,34,0,11,50 高雄市,2 技職
114,0053,國立高雄科技大學,07211039,水產食品科學系碩士在職專班,N 職,M 碩士,20,0,4,50 高雄市,2 技職
114,0053,國立高雄科技大學,07211039,水產食品科學系,D 日,B 四技,468,20,91,50 高雄市,2 技職
114,0053,國立高雄科技大學,07211039,水產食品科學系,N 修,B 四技,47,0,24,50 高雄市,2 技職
114,0053,國立高雄科技大學,07321077,土木工程系土木工程科技博士班,D 日,D 博士,14,0,4,50 高雄市,2 技職
114,0053,國立高雄科技大學,07321077,土木工程系碩士班,D 日,M 碩士,68,0,25,50 高雄市,2 技職
114,0053,國立高雄科技大學,07321077,土木工程系土木工程與防災科技碩士在職專班,N 職,M 碩士,100,0,34,50 高雄市,2 技職
114,0053,國立高雄科技大學,07321077,土木工程系,D 日,B 四技,531,26,125,50 高雄市,2 技職
114,0053,國立高雄科技大學,07321077,土木工程系,N 修,C 二技,129,0,51,50 高雄市,2 技職
114,0053,國立高雄科技大學,07321077,土木工程科,D 日,5 五專,84,0,32,50 高雄市,2 技職
114,0053,國立高雄科技大學,07321082,營建工程系碩士班,D 日,M 碩士,29,0,23,50 高雄市,2 技職
114,0053,國立高雄科技大學,07321082,營建工程系營建工程與管理碩士在職專班,N 職,M 碩士,58,0,7,50 高雄市,2 技職
114,0053,國立高雄科技大學,07321082,營建工程系,D 日,B 四技,492,18,112,50 高雄市,2 技職
114,0053,國立高雄科技大學,08311045,漁業生產與管理系_漁業公費專班,D 日,B 四技,8,0,2,50 高雄市,2 技職
114,0053,國立高雄科技大學,08311125,漁業科技與管理系碩士班,D 日,M 碩士,31,0,9,50 高雄市,2 技職
114,0053,國立高雄科技大學,08311125,漁業科技與管理系碩士在職專班,N 職,M 碩士,16,0,3,50 高雄市,2 技職
114,0053,國立高雄科技大學,08311125,漁業科技與管理系,D 日,B 四技,200,17,33,50 高雄市,2 技職
114,0053,國立高雄科技大學,08311125,漁業科技與管理系,N 修,B 四技,0,0,2,50 高雄市,2 技職
114,0053,國立高雄科技大學,08311125,漁業科技與管理科,D 日,5 五專,72,0,11,50 高雄市,2 技職
114,0053,國立高雄科技大學,08312047,水產養殖系碩士班,D 日,M 碩士,24,0,3,50 高雄市,2 技職
114,0053,國立高雄科技大學,08312047,水產養殖系,D 日,B 四技,405,15,66,50 高雄市,2 技職
114,0053,國立高雄科技大學,08312047,水產養殖系,N 修,B 四技,38,0,13,50 高雄市,2 技職
114,0053,國立高雄科技大學,10151055,海洋休閒管理系碩士班,D 日,M 碩士,15,0,8,50 高雄市,2 技職
114,0053,國立高雄科技大學,10151055,海洋休閒管理系,D 日,B 四技,211,9,48,50 高雄市,2 技職
114,0053,國立高雄科技大學,10151055,海洋休閒管理系,N 修,B 四技,102,0,30,50 高雄市,2 技職
114,0053,國立高雄科技大學,10151096,觀光管理系觀光與餐旅管理碩士班,D 日,M 碩士,16,0,8,50 高雄市,2 技職
114,0053,國立高雄科技大學,10151096,觀光管理系觀光與餐旅管理碩士在職專班,N 職,M 碩士,28,0,14,50 高雄市,2 技職
114,0053,國立高雄科技大學,10151096,觀光管理系,D 日,B 四技,166,9,39,50 高雄市,2 技職
