申報種類,交易標的種類,土地數量,建物數量,車位數量,幾房,幾廳,幾衛,有無隔間,建物型態,房地總價,單價元平方公尺,車位類別,車位總價,有無管理組織,交易日期,土地移轉面積,代表地號都市土地使用分區,代表地號非都市土地使用分區,代表地號非都市土地使用地,建物移轉面積,代表建號主要用途,代表建號主要建材,代表建號總層數,建築完成年月,代表建號屋齡,代表建號層次,車位總持分面積,代表地號或門牌,行政區,地段,代表地號,電梯,車位所在樓層,備註欄,主建物面積,附屬建物面積,陽台面積
買賣,房地(土地+建物)+車位,1,1,1,3,1,2,,華廈(10層含以下有電梯),8100000,99277,升降機械,0,有,1141031,28.58,住,,,81.59,住家用,鋼筋混凝土造,五層,1131128,1,四層,5.75,高雄市梓官區平安街２１６號四樓之３,梓官區,梓和段,,有,一樓,含裝潢費；,52.25,0,4.24
買賣,房地(土地+建物),1,1,0,4,2,2,,華廈(10層含以下有電梯),7300000,59350,,0,有,1141028,20.16,住,,,123,住家用,鋼筋混凝土造,八層,821209,32,三層,0,高雄市鳳山區凱旋路３１７巷１８之２號三樓,鳳山區,新甲段,,有,,,82.48,0,10.84
買賣,房地(土地+建物),1,1,0,3,2,2,,住宅大樓(11層含以上有電梯),4300000,40593,,0,有,1141027,17.74,住,,,105.93,住家用,鋼筋混凝土造,十二層,821209,32,九層,0,高雄市鳳山區杭州街１２號九樓,鳳山區,竹子腳段,,有,,親友、員工、共有人或其他特殊關係間之交易；,75.49,1.62,8.42
買賣,房地(土地+建物)+車位,1,1,1,3,2,2,,住宅大樓(11層含以上有電梯),10640000,59046,坡道平面,0,有,1141026,45.22,住,,,180.2,住家用,鋼筋混凝土造,十四層,1010605,13,八層,0,高雄市鳳山區勝利路４１號八樓,鳳山區,埤頂段,,有,地下一樓,,101.61,0,10.69
買賣,房地(土地+建物),2,1,0,4,2,3,,透天厝,18000000,111739,,0,無,1141027,80.3,住,,,161.09,住家用,鋼筋混凝土造,四層,900103,25,全,0,高雄市鳳山區保安二街２３２巷９號,鳳山區,鳳甲段,,無,,其他增建；,137.04,5.04,19.01
買賣,房地(土地+建物),1,1,0,2,2,2,,透天厝,4800000,53548,,0,無,1141001,97.04,住,,,89.64,住商用,鋼筋混凝土加強磚造,二層,650125,50,全,0,高雄市旗山區瑞吉里民權二街１２號,旗山區,中華段,,無,,陽台、一樓屋後空地增建本標的物現況全屋有滲漏水情形，買方同意自行維修並負擔修繕費用，賣方免除物之瑕疵擔保責任，惟若重大瑕疵除外如：非自然身故、輻射屋、海砂屋...等。,89.64,0,0
買賣,房地(土地+建物)+車位,1,1,1,2,1,1,,住宅大樓(11層含以上有電梯),10000000,99385,坡道平面,1600000,有,1141015,16.92,住,,,108.14,住家用,鋼筋混凝土,二十九層,1130812,1,二層,23.62,高雄市仁武區赤德街１１２號二樓,仁武區,大昌段,,有,地下三樓,,46.45,0,6.3
買賣,土地,2,0,0,0,0,0,,其他,32564000,33397,,0,無,1141030,975.05,農,,,0,,,,,,,0,圳觀段343-3地號,大社區,圳觀段,,無,,,0,0,0
買賣,房地(土地+建物)+車位,1,1,1,3,2,2,,華廈(10層含以下有電梯),8500000,82261,一樓平面,0,有,1141010,31.48,住,,,103.33,住家用,鋼筋混凝土,六層,1110920,3,五層,0,高雄市大社區民生路２０３之７號五樓,大社區,中里段,,有,一樓,,61.61,0,7.35
買賣,土地,2,0,0,0,0,0,,其他,31877000,33370,,0,無,1141030,955.27,農,,,0,,,,,,,0,圳觀段343-2地號,大社區,圳觀段,,無,,,0,0,0
買賣,房地(土地+建物),2,1,0,7,2,7,,透天厝,39800000,115089,,0,無,1141008,126,住,,,345.82,住家用,鋼筋混凝土,四層,1140922,,全,0,高雄市大社區大新路４７之１號,大社區,翠屏段,,無,,,323.88,0,21.94
買賣,土地,1,0,0,0,0,0,,其他,18616000,7866,,0,無,1141029,2366.72,農,,,0,,,,,,,0,義和段944-1地號,大寮區,義和段,,無,,,0,0,0
買賣,房地(土地+建物)+車位,1,1,1,2,1,1,,住宅大樓(11層含以上有電梯),12000000,112217,坡道平面,1850000,有,1141026,17.04,住,,,116.21,住家用,鋼筋混凝土,二十三層,1130812,1,十八層,25.76,高雄市仁武區赤德街１２０號十八樓,仁武區,大昌段,,有,地下二樓,,46.45,0,10.29
買賣,房地(土地+建物)+車位,1,1,1,3,2,2,,住宅大樓(11層含以上有電梯),19880000,113893,坡道平面,0,有,1141002,25.04,住,,,174.55,住家用,鋼筋混凝土,十五層,1090103,6,十四層,16.58,高雄市苓雅區家齊路３９號十四樓,苓雅區,五塊厝段,,有,地下二樓,,81.89,5.48,12.2
買賣,房地(土地+建物),2,1,0,2,2,1,,住宅大樓(11層含以上有電梯),7500000,82791,,0,有,1141030,9.79,住,,,90.59,住家用,鋼筋混凝土造,十五層,970423,18,七層,0,高雄市前鎮區翠村街４１號七樓,前鎮區,瑞南段一小段,,有,,,60.16,0,4.2
買賣,房地(土地+建物)+車位,1,1,1,2,1,1,,住宅大樓(11層含以上有電梯),12290000,124829,坡道機械,1350000,有,1141012,13.34,住,,,100.42,住家用,鋼筋混凝土,十二層,1130805,1,八層,12.78,高雄市前鎮區隆昌街５９號八樓,前鎮區,籬子內段籬子內小段,,有,地下三樓,,47.87,4.37,3.89
買賣,房地(土地+建物),1,1,0,3,2,2,,住宅大樓(11層含以上有電梯),5310000,47636,,0,有,1141030,18.84,住,,,111.47,住家用,鋼筋混凝土造,十四層,830215,32,三層,0,高雄市小港區旭日街３６號三樓之２,小港區,孔宅段,,有,,,78.73,0.44,11.38
買賣,房地(土地+建物),1,1,0,3,2,2,,住宅大樓(11層含以上有電梯),5500000,48906,,0,有,1141019,19.04,住,,,112.46,住家用,鋼筋混凝土造,十四層,830215,32,五層,0,高雄市小港區旭日街３４號五樓之２,小港區,孔宅段,,有,,,79.17,0,10.76
買賣,房地(土地+建物),1,1,0,2,1,1,,住宅大樓(11層含以上有電梯),7100000,103953,,0,有,1141025,6.25,商,,,68.3,住家用,鋼筋混凝土,十五層,1140714,,九層,0,高雄市前鎮區同安路１２號九樓之１,前鎮區,仁愛段,,有,,,37.49,0,8.29
買賣,房地(土地+建物),2,1,0,3,2,2,,華廈(10層含以下有電梯),6800000,113788,,0,無,1141005,12.93,商,,,59.76,住家用,鋼筋混凝土造,七層,840209,31,五層,0,高雄市三民區安寧街３０４號五樓,三民區,大港段二小段,,有,,天井增建陽台外推；其他增建；,35.35,0,6.88
買賣,房地(土地+建物)+車位,1,1,1,4,2,2,,住宅大樓(11層含以上有電梯),11880000,70555,坡道平面,0,有,1141005,19.36,住,,,168.38,住家用,鋼筋混凝土造,二十層,821126,32,十層,0,高雄市三民區明哲路３３號十樓之８,三民區,鼎泰段,,有,地下三樓,,95.33,0,10.8
買賣,房地(土地+建物),1,1,0,4,2,2,,公寓(5樓含以下無電梯),5400000,41446,,0,無,1141021,31.82,住,,,130.29,住家用,鋼筋混凝土造,五層,751113,39,二層,0,高雄市三民區昭良街５７巷３號二樓,三民區,大豐段三小段,,無,,親友、員工、共有人或其他特殊關係間之交易；,106.23,0,8.06
買賣,房地(土地+建物),1,1,0,3,2,3,,公寓(5樓含以下無電梯),15300000,87204,,0,無,1141005,48.12,住,,,175.45,,鋼筋混凝土造,五層,741120,40,一層，騎樓，夾層，地下層,0,高雄市三民區平等路２５號,三民區,大港段,,無,,其他增建；,151.22,0,0
買賣,房地(土地+建物)+車位,1,1,2,2,3,3,,住宅大樓(11層含以上有電梯),25000000,107592,坡道平面,0,有,1141012,30.54,住,,,232.36,住商用,鋼筋混凝土造,十一層,860204,29,一層，二層，三層，騎樓,0,高雄市左營區明誠二路２５７號,左營區,新庄段十二小段,,有,地下二樓,陽台加鐵窗其他增建；,157.68,0,13.51
買賣,房地(土地+建物),1,1,0,2,2,2,,華廈(10層含以下有電梯),6380000,63915,,0,有,1141025,16.4,住,,,99.82,住家用,鋼筋混凝土造,九層,821223,32,三層,0,高雄市楠梓區高楠公路１７４９號三樓,楠梓區,楠梓段四小段,,有,,,78.21,0.4,6.55
買賣,房地(土地+建物),1,1,0,3,2,2,,公寓(5樓含以下無電梯),4850000,49995,,0,無,1141025,31.22,住,,,97.01,住家用,鋼筋混凝土造,五層,741125,40,二層,0,高雄市岡山區仁壽路６４之１７號二樓,岡山區,大仁段,,無,,,78.24,0,6.55
買賣,房地(土地+建物),2,1,0,3,3,3,,透天厝,16500000,77110,,0,無,1141004,96.45,住,,,213.98,住家用,鋼筋混凝土,四層,930305,22,全,0,高雄市鳳山區君路２巷２３號,鳳山區,田中央段,,無,,陽台外推；其他增建；,183.4,1.89,28.69
買賣,房地(土地+建物),1,1,0,2,2,2,,華廈(10層含以下有電梯),8500000,116678,,0,有,1141019,24.25,住,,,72.85,住家用,鋼筋混凝土,五層,1131014,1,三層,0,高雄市鳳山區埤頂街１６０巷１０號三樓,鳳山區,埤頂段,,有,,含裝潢費；,50.99,0,5.25
買賣,房地(土地+建物)+車位,1,1,1,3,2,2,,住宅大樓(11層含以上有電梯),21930000,96874,坡道平面,2250000,有,1141023,40.38,住,,,220.96,住家用,鋼筋混凝土,二十八層,1140801,,十六層,17.81,高雄市仁武區赤德街８８號十六樓,仁武區,大昌段,,有,地下二樓,,99.48,9.45,19.58
買賣,房地(土地+建物),2,1,0,4,2,3,,透天厝,16800000,98459,,0,無,1141025,92.83,住,,,170.63,住家用,鋼筋混凝土造,四層,760302,39,全,0,高雄市鳥松區本路９０巷１弄１３號,鳥松區,青雲段,,無,,壹樓空地其他增建；,145.18,3.49,21.96
買賣,房地(土地+建物)+車位,1,1,1,2,2,2,,華廈(10層含以下有電梯),8500000,88791,一樓平面,1680000,有,1141011,25.92,住,,,89.82,住家用,鋼筋混凝土造,五層,1140912,,三層,13.01,高雄市大寮區翁園路３９７之２號三樓之５,大寮區,琉球段,,有,一樓,,52.6,0,4.53
買賣,房地(土地+建物),1,1,0,3,2,3,,透天厝,6600000,68224,,0,無,1141024,86.75,住,,,96.74,住商用,加強磚造,二層,690601,45,全,0,高雄市大寮區巷尾路６６之３號,大寮區,翁園段,,無,,頂樓加蓋；其他增建；,96.74,0,0
買賣,土地,1,0,0,0,0,0,,其他,500000,40000,,0,無,1141028,12.5,都市：其他:道路用地,,,0,,,,,,,0,三塊厝段1162-18地號,三民區,三塊厝段,,無,,僅供土地買賣包含公共設施保留地用地；,0,0,0
買賣,房地(土地+建物),2,1,0,6,3,7,,透天厝,37880000,85989,,0,無,1141028,139,住,,,440.52,住家用,鋼筋混凝土,五層,1130510,1,全,0,高雄市鼓山區葆禎路２３９巷３５號,鼓山區,內惟段一小段,,無,,,426.29,0,14.23
買賣,房地(土地+建物)+車位,1,1,1,3,2,2,,住宅大樓(11層含以上有電梯),12150000,87587,坡道平面,0,有,1141016,12.22,商,,,138.72,住家用,鋼筋混凝土造,十五層,951101,19,七層,21.54,高雄市鼓山區美術東六街１２９號七樓之１,鼓山區,青海段,,有,地下三樓,,77.53,1.94,3.66
買賣,房地(土地+建物),1,1,0,3,2,2,,住宅大樓(11層含以上有電梯),9750000,81182,,0,有,1141024,13.41,商,,,120.1,商業用,鋼筋混凝土造,十四層,930510,21,二層,0,高雄市鼓山區美術北一街７９號二樓,鼓山區,青海段,,有,,,76.23,1.08,9.22
買賣,房地(土地+建物),1,1,0,2,2,1,,住宅大樓(11層含以上有電梯),8100000,100223,,0,有,1141024,6.09,商,,,80.82,住家用,鋼筋混凝土造,十四層,920704,22,二層,0,高雄市苓雅區中正一路２２８號二樓之２,苓雅區,五塊厝段,,有,,,51.1,2.79,4.19
買賣,房地(土地+建物),1,1,0,3,2,2,,住宅大樓(11層含以上有電梯),6130000,54152,,0,有,1141027,12.75,商,,,113.2,住家用,鋼筋混凝土造,十二層,700905,44,六層,0,高雄市前鎮區三多三路１５５號六樓之７,前鎮區,愛群段,,有,,親友、員工、共有人或其他特殊關係間之交易；,94.4,0,0
買賣,房地(土地+建物),2,1,0,2,2,1,,住宅大樓(11層含以上有電梯),10300000,97946,,0,有,1141030,10.24,住,,,105.16,住家用,鋼筋混凝土造,十八層,1060608,8,四層,0,高雄市前鎮區光華二路３號四樓,前鎮區,光華段一小段,,有,,含傢俱設備費；,54.27,1.34,13.24
買賣,房地(土地+建物),1,1,0,3,2,2,,住宅大樓(11層含以上有電梯),7400000,64748,,0,有,1141031,9.93,商,,,114.29,住家用,鋼筋混凝土造,十四層,870507,27,五層,0,高雄市三民區鼎昌街５９號五樓,三民區,金獅段,,有,,,77.94,1.78,8.68
買賣,房地(土地+建物)+車位,1,1,1,4,2,2,,住宅大樓(11層含以上有電梯),10200000,61398,坡道機械,0,有,1141009,14.72,都市：其他:第三種特定商業專用區,,,166.13,住家用,鋼筋混凝土造,十六層,831123,31,六層,0,高雄市三民區臥龍路５４巷４９號六樓,三民區,有光段,,有,地下三樓,其他增建；,95.74,7.66,10.88
買賣,房地(土地+建物),4,1,0,3,3,4,,透天厝,10500000,126934,,0,無,1141013,62.8,住,,,82.72,住家用,加強磚造,二層,600620,54,全,0,高雄市鳳山區瑞順街４１巷１６號,鳳山區,竹子腳段,,無,,其他增建；,82.72,0,0
買賣,房地(土地+建物),1,1,0,5,2,3,,透天厝,8580000,99652,,0,無,1141023,208.35,,一般農業區,丙種建築用地,86.1,住家用,加強磚造,二層,690920,45,全,0,高雄市大樹區綠陽４３號,大樹區,竹寮段,,無,,一樓廚房、三樓增建其他增建；,86.1,0,0
買賣,房地(土地+建物)+車位,1,1,1,4,2,2,,住宅大樓(11層含以上有電梯),15380000,84575,坡道平面,0,有,1141006,31.93,住,,,181.85,住家用,鋼筋混凝土,十五層,1070620,7,五層,17.59,高雄市鳳山區北賢街７號五樓,鳳山區,華鳳段,,有,地下二樓,,94.17,2.47,10.89
買賣,房地(土地+建物),1,1,0,2,2,2,,華廈(10層含以下有電梯),7600000,83959,,0,有,1141009,27.78,住,,,90.52,住家用,鋼筋混凝土,五層,1140603,,四層,0,高雄市鳳山區埤北路３巷５０號四樓,鳳山區,埤頂段,,有,,,56.43,0,8.92
買賣,土地,3,0,0,0,0,0,,其他,789095,14489,,0,無,1141021,54.46,住,,,0,,,,,,,0,頭林段326-11地號,旗山區,頭林段,,無,,,0,0,0
買賣,土地,3,0,0,0,0,0,,其他,825530,14784,,0,無,1141021,55.84,住,,,0,,,,,,,0,頭林段326-10地號,旗山區,頭林段,,無,,,0,0,0
買賣,土地,3,0,0,0,0,0,,其他,790350,14765,,0,無,1141021,53.53,住,,,0,,,,,,,0,頭林段326-18地號,旗山區,頭林段,,無,,,0,0,0
買賣,土地,3,0,0,0,0,0,,其他,716035,14773,,0,無,1141020,48.47,住,,,0,,,,,,,0,頭林段326-19地號,旗山區,頭林段,,無,,,0,0,0
買賣,土地,3,0,0,0,0,0,,其他,726645,14826,,0,無,1141022,49.01,住,,,0,,,,,,,0,頭林段326-9地號,旗山區,頭林段,,無,,,0,0,0
買賣,土地,3,0,0,0,0,0,,其他,860675,14883,,0,無,1141014,57.83,住,,,0,,,,,,,0,頭林段326-6地號,旗山區,頭林段,,無,,,0,0,0
買賣,房地(土地+建物),1,1,0,6,2,3,,透天厝,9700000,93046,,0,無,1141006,69,商,,,104.25,住商用,鋼筋混凝土造,二層,700201,45,全,0,高雄市仁武區安樂三街７６巷８號,仁武區,仁營段,,無,,一樓增建沿著加蓋。其他增建；,104.25,0,0
買賣,土地,1,0,0,0,0,0,,其他,18800000,44003,,0,無,1141020,427.24,農,,,0,,,,,,,0,松埔段1182-4地號,鳥松區,松埔段,,無,,,0,0,0
買賣,土地,2,0,0,0,0,0,,其他,61200000,16272,,0,無,1141028,3761,,一般農業區,農牧用地,0,,,,,,,0,仁龍段973地號,仁武區,仁龍段,,無,,本案買賣價金含地上果樹等作物。瑕疵物件；,0,0,0
買賣,房地(土地+建物),1,1,0,3,1,2,,透天厝,14700000,94231,,0,無,1141001,943.54,,山坡地保育區,林業用地,156,農業用,加強磚造,二層,830718,31,全,0,高雄市大社區食坑巷６９號,大社區,水哮段,,無,,,156,0,0
買賣,房地(土地+建物),4,1,0,5,1,2,,透天厝,19000000,346715,,0,無,1141028,128.48,住,,,54.8,住家用,加強磚造,一層,540601,60,全,0,高雄市大寮區鳳林三路４６７號,大寮區,永芳段,,無,,,54.8,0,0
買賣,土地,3,0,0,0,0,0,,其他,781510,14321,,0,無,1141022,54.57,住,,,0,,,,,,,0,頭林段326-21地號,旗山區,頭林段,,無,,,0,0,0
買賣,土地,3,0,0,0,0,0,,其他,772965,14440,,0,無,1141022,53.53,住,,,0,,,,,,,0,頭林段326-20地號,旗山區,頭林段,,無,,,0,0,0
買賣,房地(土地+建物),2,1,0,0,2,1,,住宅大樓(11層含以上有電梯),11750000,48160,,0,有,1141023,22.57,都市：其他:第五種商業區,,,243.98,辦公用,鋼筋混凝土造,十二層,781120,36,九層,0,高雄市苓雅區林森二路８０號９樓,苓雅區,過田子段,,有,,,196.68,0,2.28
買賣,房地(土地+建物),1,1,0,2,2,2,,住宅大樓(11層含以上有電梯),15400000,91265,,0,有,1141027,25.05,住,,,168.74,,鋼筋混凝土造,十二層,750813,39,二層,0,高雄市苓雅區廣州一街１５０號二樓之４,苓雅區,林德官段二小段,,有,,陽台外推；,126.55,0,18.5
買賣,房地(土地+建物),1,1,0,2,1,1,,住宅大樓(11層含以上有電梯),7800000,110294,,0,有,1141007,5.68,商,,,70.72,住家用,鋼筋混凝土,二十四層,1140526,,十六層,0,高雄市苓雅區憲政路９８號十六樓之９,苓雅區,五塊厝段四小段,,有,,,41.95,0,5.13
買賣,土地,1,0,0,0,0,0,,其他,680800,223213,,0,無,1141022,3.05,住,,,0,,,,,,,0,成功段760-3地號,苓雅區,成功段,,無,,未登記建物；,0,0,0
買賣,房地(土地+建物)+車位,1,1,1,3,2,2,,住宅大樓(11層含以上有電梯),11800000,67914,坡道平面,0,有,1141017,13.92,商,,,173.75,住家用,鋼筋混凝土,十五層,1071207,7,六層,24.93,高雄市小港區港平路１７號六樓,小港區,港和段一小段,,有,地下二樓,,70.81,1.01,25.04
買賣,房地(土地+建物),1,1,0,4,2,2,,住宅大樓(11層含以上有電梯),8000000,62578,,0,有,1141013,9.38,商,,,127.84,住家用,鋼筋混凝土造,十八層,830523,31,十四層，電梯樓梯間,0,高雄市三民區皓東路１４６之２號十四樓之１,三民區,獅頭段,,有,,,104.7,0,12.01
買賣,房地(土地+建物)+車位,1,1,1,3,2,2,,住宅大樓(11層含以上有電梯),14500000,102365,坡道平面,0,有,1141022,8.38,商,,,141.65,住家用,鋼筋混凝土造,二十九層,1071031,7,十三層,35.71,高雄市三民區民族巷５８號十三樓,三民區,建民段,,有,地下四樓,,65.06,0,3.24
買賣,房地(土地+建物),1,1,0,4,2,4,,透天厝,13900000,52492,,0,無,1141001,64.17,商,,,264.8,住商用,鋼筋混凝土造,五層,770226,38,全,0,高雄市三民區鼎華路２４９號,三民區,灣復段,,無,,鐵皮屋頂增建其他增建；,256.08,0,8.72
買賣,房地(土地+建物)+車位,1,1,1,4,2,2,,住宅大樓(11層含以上有電梯),9200000,49269,坡道平面,0,有,1141026,12.53,住,,,186.73,住家用,鋼筋混凝土造,二十三層,851028,29,三層，四層,0,高雄市楠梓區德民路４２６巷１６號三樓,楠梓區,和平段五小段,,有,地下一樓,陽台外推；,106.52,1.07,16.26
買賣,房地(土地+建物),1,1,0,1,1,1,,住宅大樓(11層含以上有電梯),1550000,101974,,0,有,1141025,1.8,商,,,15.2,辦公用,鋼筋混凝土造,十三層,960604,18,三層,0,高雄市楠梓區興楠路３５５巷８５號三樓之２２,楠梓區,清豐段,,有,,夾層陽台外推；其他增建；,5.09,0,3.67
買賣,房地(土地+建物)+車位,1,1,1,3,2,2,,住宅大樓(11層含以上有電梯),15200000,86339,坡道平面,0,有,1141025,14.99,住,,,176.05,住家用,鋼筋混凝土造,十五層,1110329,4,七層,31.97,高雄市左營區啟文路１號七樓之１,左營區,果貿段,,有,地下五樓含以下,,83.9,0.4,9.45
買賣,房地(土地+建物),1,1,0,3,2,2,,公寓(5樓含以下無電梯),2450000,35934,,0,無,1141010,22.24,住,,,68.18,住家用,鋼筋混凝土造,五層,701224,44,四層,0,高雄市楠梓區樂群路１０７巷１號四樓之１,楠梓區,加昌段,,無,,,68.18,0,0
買賣,土地,2,0,0,0,0,0,,其他,14557800,8248,,0,無,1141028,1765.01,,一般農業區,農牧用地,0,,,,,,,0,新興段703地號,梓官區,新興段,,無,,,0,0,0
買賣,房地(土地+建物)+車位,1,1,1,3,2,2,,住宅大樓(11層含以上有電梯),9380000,70526,坡道平面,0,有,1141016,15.53,住,,,133,住家用,鋼筋混凝土造,十七層,1010409,14,十二層,23.96,高雄市鳳山區北昌三街１５號十二樓,鳳山區,華鳳段,,有,地下二樓,含傢俱設備費；,59.97,6.92,6.14
買賣,房地(土地+建物)+車位,1,1,1,2,2,1,,住宅大樓(11層含以上有電梯),12000000,126598,坡道機械,1500000,有,1141026,9.15,商,,,99.68,住家用,鋼筋混凝土,二十四層,1140613,,二十一層,16.74,高雄市鳳山區保泰路４１８號二十一樓,鳳山區,五甲段,,有,地下四樓,,48.2,0,5.27
買賣,房地(土地+建物),2,1,0,3,2,2,,公寓(5樓含以下無電梯),5850000,76984,,0,無,1141018,27.15,住,,,75.99,住家用,鋼筋混凝土造,五層,680707,46,一層,0,高雄市鳳山區武慶二路５６巷１３號,鳳山區,新甲段,,無,,其他增建；,75.99,0,0
買賣,房地(土地+建物)+車位,1,1,1,3,2,2,,華廈(10層含以下有電梯),9800000,70937,坡道平面,0,有,1141023,27.77,住,,,138.15,住家用,鋼筋混凝土,十層,900314,25,十層,18.18,高雄市鳳山區鳳甲二街１８０號十樓,鳳山區,鳳甲段,,有,地下一樓,,76.19,0.53,9.39
買賣,房地(土地+建物),1,1,0,3,2,2,,住宅大樓(11層含以上有電梯),8000000,48909,,0,有,1141026,25.39,住,,,163.57,住家用,鋼筋混凝土,十四層,890725,25,十二層,0,高雄市鳳山區四維街１５０號十二樓,鳳山區,竹子腳段,,有,,車位系向管委會租親友、員工、共有人或其他特殊關係間之交易；,89.93,0.8,11.99
買賣,房地(土地+建物),1,1,0,2,2,1,,住宅大樓(11層含以上有電梯),6880000,81662,,0,有,1141026,14.14,住,,,84.25,住家用,鋼筋混凝土,十三層,941002,20,二層,0,高雄市鳳山區永安街１１７之２號二樓,鳳山區,五甲段,,有,,,55.38,1.6,3.26
買賣,土地,1,0,0,0,0,0,,其他,8320000,18451,,0,無,1141015,450.93,住,,,0,,,,,,,0,正順段659地號,茄萣區,正順段,,無,,,0,0,0
買賣,房地(土地+建物),1,1,0,6,2,6,,透天厝,26000000,82063,,0,無,1141001,199,住,,,316.83,住家用,鋼筋混凝土造,四層,1140806,,全,0,高雄市茄萣區光明街１號,茄萣區,崎漏段,,無,,,296.1,0,20.73
買賣,房地(土地+建物),2,1,0,5,2,3,,透天厝,8500000,43509,,0,無,1141022,81.86,住,,,195.36,住商用,鋼筋混凝土造,四層,810712,33,全,0,高雄市大寮區巷尾路１之７１號,大寮區,琉球段,,無,,其他增建；,170.08,8.96,16.32
買賣,房地(土地+建物)+車位,1,1,1,3,2,2,,住宅大樓(11層含以上有電梯),11500000,84771,坡道機械,0,有,1141019,11.71,商,,,135.66,住家用,鋼筋混凝土造,十五層,951101,19,八層,20.31,高雄市鼓山區美術東六街１３１號八樓之１,鼓山區,青海段,,有,地下三樓,,72.37,1.28,8.26
買賣,房地(土地+建物),2,1,0,2,2,1,,華廈(10層含以下有電梯),5400000,52524,,0,有,1141031,17.55,都市：其他:第三種特定商業專用區,,,102.81,住家用,鋼筋混凝土造,七層,710811,43,七層,0,高雄市新興區仁愛一街２２２號７樓,新興區,新興段二小段,,有,,含傢俱設備費；,70.72,0,13.4
買賣,房地(土地+建物),2,1,0,4,2,3,,透天厝,9000000,122084,,0,無,1141023,68.88,住,,,73.72,,加強磚造,二層,660316,49,全,0,高雄市苓雅區義勇路１４７巷３７號,苓雅區,正昌段,,無,,含傢俱設備費；其他增建；,73.72,0,0
買賣,房地(土地+建物),2,1,0,3,1,1,,公寓(5樓含以下無電梯),5500000,69576,,0,無,1141028,28.28,住,,,79.05,住家用,鋼筋混凝土造,五層,680426,47,一層,0,高雄市三民區更新街６巷６號,三民區,三塊厝段,,無,,,79.05,0,0
買賣,房地(土地+建物),1,1,0,3,2,2,,住宅大樓(11層含以上有電梯),8000000,61106,,0,有,1141027,20.97,住,,,130.92,住家用,鋼筋混凝土造,十二層,830622,31,八層，電梯樓梯間,0,高雄市三民區大享路１２０號八樓,三民區,大裕段一小段,,有,,,90.75,2.03,12.15
買賣,房地(土地+建物),1,1,0,4,2,3,,透天厝,15000000,87052,,0,無,1141008,76,住,,,172.31,住商用,鋼筋混凝土造,三層,740725,40,全,0,高雄市左營區大中二路２３３號,左營區,菜公段二小段,,無,,一樓至三樓增建頂樓加蓋；其他增建；,166.89,0,5.42
買賣,房地(土地+建物),1,1,0,2,2,1,,住宅大樓(11層含以上有電梯),7720000,87737,,0,有,1141016,8.21,住,,,87.99,住家用,鋼筋混凝土,十五層,1041112,10,十一層,0,高雄市楠梓區加昌路７９號十一樓之８,楠梓區,後勁段四小段,,有,,,50.75,1.79,5.7
買賣,房地(土地+建物),1,1,0,5,2,2,,透天厝,7580000,77331,,0,無,1141026,72,都市：其他:第二種特定商業專用區,,,98.02,住家用,鋼筋混凝土造,二層,711216,43,全,0,高雄市楠梓區瑞屏路８２巷４６弄２號,楠梓區,和平段二小段,,無,,夾層 一樓後方空地三樓整層增建其他增建；,86.64,11.38,0
買賣,房地(土地+建物),1,1,0,3,2,2,,住宅大樓(11層含以上有電梯),7760000,49373,,0,有,1141020,23.81,住,,,157.17,住家用,見使用執照,十六層,880303,27,九層,0,高雄市左營區翠華路６０１巷１４號九樓,左營區,果貿段,,有,,,91.08,0,11.78
買賣,房地(土地+建物),1,1,0,5,0,5,,華廈(10層含以下有電梯),7500000,54953,,0,無,1141030,25.38,住,,,136.48,住家用,鋼筋混凝土造,七層,850629,29,四層,0,高雄市楠梓區德祥路１５２巷９號四樓,楠梓區,和平段四小段,,有,,格局變更客廳改臥室。含傢俱設備費；陽台外推；其他增建；含租約；,81.56,0,16.86
買賣,房地(土地+建物),1,1,0,4,2,2,,住宅大樓(11層含以上有電梯),4380000,37172,,0,有,1141012,7.86,住,,,117.83,住家用,鋼筋混凝土造,二十四層,841118,30,四層,0,高雄市岡山區新樂街１之３號四樓,岡山區,岡山段,,有,,,79.13,3.99,8.11
買賣,房地(土地+建物),1,1,0,4,2,3,,透天厝,2500000,25108,,0,無,1141019,64,住,,,99.57,住商用,加強磚造,二層,660226,49,全,0,高雄市橋頭區仕豐南路８號,橋頭區,仕興段,,無,,親友、員工、共有人或其他特殊關係間之交易；頂樓加蓋；,99.57,0,0
買賣,土地,3,0,0,0,0,0,,其他,18000000,32069,,0,無,1141027,561.29,農,,,0,,,,,,,0,圳觀段1160-3地號,大社區,圳觀段,,無,,未登記建物；,0,0,0
買賣,房地(土地+建物),1,1,0,5,2,7,,透天厝,14500000,80668,,0,無,1141016,80,住,,,179.75,住家用,鋼筋混凝土造,四層,940601,20,全,0,高雄市鳥松區大昌路５５８號,鳥松區,林內段,,有,,一、二、三、四、五樓增建含裝潢費；含傢俱設備費；其他增建；,154.24,5.1,20.41
買賣,房地(土地+建物),1,1,0,6,1,0,,透天厝,15800000,87905,,0,無,1141016,82,住,,,179.74,住家用,鋼筋混凝土造,四層,940601,20,全,0,高雄市鳥松區大昌路５５６號,鳥松區,林內段,,有,,一、二、三、四、五增建含裝潢費；含傢俱設備費；其他增建；,154.24,5.1,20.4
